GABPB2,UFC1,6.0333
TCF4,NDFIP2,6.0333
RFX1,RPL39,6.0333
PRDM1,UBE2E1,6.0333
ELK4,GNAI3,6.0333
ELK4,MSH3,6.0333
JUND,CXCL16,6.0333
JUN,NUMB,6.0333
JUND,RAP2B,6.0333
JUND,UBXD2,6.0333
ELF1,MTHFR,6.0333
TFDP1,EGR4,6.0333
RREB1,LOC643749,6.0333
ELK4,LSM14B,6.0333
JUN,EXT1,6.0333
TFDP1,CES2,6.0333
HMGA1,HMHA1,6.0333
HMGA1,PRNPIP,6.0333
TFDP1,ATP2A3,6.0333
PRDM1,LPL,6.0333
RUNX1,TACC1,6.0333
RREB1,WWP1,6.0333
ZHX2,LOC100137047-PLA2G4B,6.0333
GABPA,ANKHD1,6.0333
EGR1,NAB2,6.0333
ELF2,XIAP,6.0333
SREBF1,HDAC5,6.0333
TFDP1,ZNF318,6.0333
MYB,C14orf1,6.0333
ELF2,PFDN5,6.0333
ELK4,MSL2L1,6.0333
SMAD3,ASPH,6.0333
GABPB2,LRRC59,6.0333
EGR1,CEP57,6.0333
GABPA,MARK3,6.0333
TFCP2,HNRNPU,6.0333
CREB3,P15RS,6.0333
ELK4,YY1AP1,6.0333
ZEB1,USP53,6.0333
FOSL2,RAB21,6.0333
GABPA,SPCS3,6.0333
GABPB2,RANBP17,6.0333
YY1,MON2,6.0333
NFYC,MARCH4,6.0333
CREB1,RPL18,6.0333
BHLHB2,POLG,6.0333
NFYC,HMGB1,6.0333
GTF2I,UBE2L3,6.0333
TFCP2,DUSP6,6.0333
GABPB2,C1orf97,6.0333
FOXO1,OAF,6.0333
YY1,SGSM2,6.0333
RUNX1,FAM129B,6.0333
ELF2,C10orf125,6.0333
NFYC,FLI1,6.0333
GABPB2,ALG8,6.0333
POU2F2,GPR65,6.0333
ETS1,IDS,6.0333
OLIG2,DDX39,6.0333
NFYC,IQCB1,6.0333
CREB3,RBM22,6.0333
CREB1,FBXO34,6.0333
CREB3,GLS,6.0333
TFAP4,FAM65A,6.0333
RREB1,YY1,6.0333
NFATC1,ITGA5,6.0333
ZEB1,SLC29A1,6.0333
RFX1,ANGEL1,6.0333
YY1,LACE1,6.0333
GTF2I,HSPD1,6.0333
EGR1,TNFAIP3,6.0333
GABPA,ARF6,6.0333
OLIG2,HMGN2,6.0333
GTF2I,C20orf194,6.0333
ELK4,SLC1A5,6.0333
ELK4,DR1,6.0333
CREB1,LOC442075,6.0333
ELF2,NGRN,6.0333
HMGA1,VTI1A,6.0333
ARNTL,TRIM59,6.0333
ETS1,SERTAD2,6.0333
BHLHB2,KIAA2013,6.0333
OLIG2,MAP4K3,6.0333
TFDP1,RFFL,6.0333
ETS1,MMP1,6.0333
SMAD3,CHD9,6.0333
CREB1,MSL2L1,6.0333
EGR3,ADCY3,6.0333
GTF2I,AKAP10,6.0333
ELF1,SUPT5H,6.0333
SREBF1,FABP4,6.0333
GABPA,GCN1L1,6.0333
FOSL1,UCN2,6.0333
GABPA,PCBP1,6.0333
ELK4,MRPS22,6.0333
JUND,CHD4,6.0333
CREB1,SMCHD1,6.0333
RREB1,JMJD1B,6.0333
MEF2D,ZBTB20,6.0333
RREB1,ZKSCAN5,6.0333
GABPB2,WDR4,6.0333
ZIC2,DDEF2,6.0333
ELF1,ITGAM,6.0333
POU2F2,SLC7A8,6.0333
CREB3,MRE11A,6.0333
POU6F1,RHOBTB3,6.0333
ELK4,MBNL1,6.0333
ZEB1,ZNF692,6.0333
JUN,VPS37B,6.0333
PRDM1,ATXN2L,6.0333
FOSL1,SASH1,6.0333
GABPA,LOC728613,6.0333
GTF2I,BARX1,6.0333
ELF2,SDF4,6.0333
ELK4,UBA5,6.0333
NFYC,HMGB2,6.0333
POU2F2,ARRB2,6.0333
GABPA,INTS8,6.0333
PRDM1,CSNK1A1,6.0333
NFYC,MIS12,6.0333
FOXO1,MED13L,6.0333
MEF2D,tcag7.1238,6.0333
ELF1,PLEKHG2,6.0333
POU2F2,TM4SF19,6.0333
NFATC1,NFATC1,6.0333
ZEB1,MED13,6.0333
ZEB1,CUTA,6.0333
YY1,PFDN6,6.0333
MYB,PI4K2B,6.0333
SREBF1,SLC25A46,6.0333
GABPB2,SERGEF,6.0333
ELK4,C11orf49,6.0333
GABPB2,PPME1,6.0333
NFYC,UBE2T,6.0333
TFDP1,ATP1A1,6.0333
HMGB2,MEX3C,6.0333
NFYC,TNKS,6.0333
ELK4,BZW1,6.0333
POU2F2,CHM,6.0333
NFKB1,IFNGR2,6.0333
YY1,RRAS2,6.0333
GABPB2,SDK1,6.0333
YY1,SLC2A5,6.0333
MEF2C,SH3BGRL,6.0333
FOSL2,NFYC,6.0333
JUND,SLC38A6,6.0333
CREB1,PCTK2,6.0333
CREB3,WARS2,6.0333
TFCP2,THOC6,6.0333
OLIG2,SIAH2,6.0333
NFYC,KIAA0182,6.0333
TFDP1,TMEM201,6.0333
SMAD3,TWF2,6.0333
ELF2,DHX36,6.0333
YY1,TTBK2,6.0333
YY1,LOC387763,6.0333
ELF1,MAZ,6.0333
GABPA,DCTN3,6.0333
PRDM1,GUCY1A2,6.0333
SMAD3,ARHGEF2,6.0333
NFYC,UCK2,6.0333
NFATC1,ACTR1A,6.0333
ELK4,RPL10,6.0333
ELF2,PLEKHO2,6.0333
ELK4,EPN1,6.0333
YY1,DDX46,6.0333
RFX1,TBC1D20,6.0333
ELF1,GDAP2,6.0333
ELF2,ROCK1,6.0333
ZEB1,SEPT9,6.0333
FOSL2,MORC2,6.0333
CREB3,UBA6,6.0333
GABPA,EMB,6.0333
TFAP4,OAZ2,6.0333
ETS1,COG1,6.0333
FOSL1,NDFIP2,6.0333
FOXO1,KLHL24,6.0333
TFAP4,PACS1,6.0333
CREB1,TSPYL1,6.0333
GABPB2,FANCC,6.0333
JUND,NAT5,6.0333
YY1,RNF40,6.0333
FOSL1,TRAF1,6.0333
ELK4,YBX1,6.0333
CREB3,FAM29A,6.0333
GABPA,C19orf59,6.0333
RREB1,ENSA,6.0333
ELF2,ARFGAP1,6.0333
TFAP4,MMP2,6.0333
ETS1,SLC12A4,6.0333
MYB,FLI1,6.0333
TFCP2,LAPTM4B,6.0333
TFAP4,CLPTM1,6.0333
GABPB2,STAT3,6.0333
ELK4,SETD5,6.0333
ELF1,FAM3C,6.0333
MEF2D,MRPL9,6.0333
ARID5B,C14orf4,6.0333
RREB1,ZNF395,6.0333
HMGA2,PEBP1,6.0333
TCF4,DAB2,6.0333
GABPA,SMC1A,6.0333
EGR1,ZNF800,6.0333
ZEB1,IPO8,6.0333
ELF1,C18orf17,6.0333
ZHX2,ARID2,6.0333
NFYC,PMS1,6.0333
NFATC1,SEMA7A,6.0333
GABPA,TIGD1,6.0333
PRDM1,NCF4,6.0333
MYB,EDC4,6.0333
ELF2,KANK1,6.0333
BHLHB2,RAN,6.0333
TFCP2,WDR4,6.0333
RFX1,IER5L,6.0333
ELF1,SYS1,6.0333
ELF2,MAP1S,6.0333
PRDM1,CTDSP2,6.0333
ELK4,RPL37,6.0333
GTF2I,UBL3,6.0333
NFYC,ISOC2,6.0333
RREB1,NKX2-4,6.0333
SREBF1,ATP6V0C,6.0333
TFDP1,FAM49B,6.0333
GABPA,LMBRD2,6.0333
CREB3,CCDC41,6.0333
TFCP2,EIF5,6.0333
SREBF1,CALCOCO1,6.0333
TFCP2,BHLHB2,6.0333
ELK4,SBNO2,6.0333
HMGA2,RUVBL2,6.0333
ELF2,CCPG1,6.0333
PRDM1,PICALM,6.0333
TFDP1,PFN1,6.0333
NFKB1,ZC3H12C,6.0333
ZHX2,LOC729082,6.0333
MEF2D,SYT7,6.0333
HMGA1,FBXL10,6.0333
GABPA,AQR,6.0333
REL,TNFSF14,6.0333
SMAD3,PDZD11,6.0333
NFYC,PHF6,6.0333
ZEB1,NSD1,6.0333
FOSB,ZFAND5,6.0333
PRDM1,ERGIC1,6.0333
NFATC1,PCSK7,6.0333
GABPA,EBNA1BP2,6.0333
PRDM1,NCKAP1L,6.0333
FOSL2,TRPS1,6.0333
CREB3,UAP1,6.0333
FOXO1,WIPI2,6.0333
GTF2I,FZD2,6.0333
ELF2,LRCH1,6.0333
NFYC,EIF1,6.0333
POU6F1,RTN4,6.0333
GABPA,FMR1,6.0333
GABPA,BRD9,6.0333
ELK4,SLC25A32,6.0333
EGR3,PCDH11Y,6.0333
EGR1,SOX4,6.0333
