ZIC2,MB,3.75777
NFATC1,PLEC1,3.75777
ZIC2,PHLDA1,3.75777
NFATC1,SLC7A8,3.75777
KLF4,ARNTL,3.75777
NFATC1,A2M,3.75777
NFATC1,MAP2K7,3.75777
CREB3,HNRNPA2B1,3.75777
HMGA1,GTF2I,3.75777
ZIC2,KCNQ4,3.75777
CREB3,YY1,3.75777
CREB3,CDC2L5,3.75777
HMGA2,CXCR4,3.75777
HMGA2,CCNDBP1,3.75777
CREB3,TRIM39,3.75777
ZIC2,SASH3,3.75777
CREB3,ZFAND6,3.75777
HMGA2,RASSF3,3.75777
ARID5B,OLIG2,3.75777
NFATC1,GOLPH3,3.75777
ARID5B,KLF11,3.75777
HMGA1,DNAL4,3.75777
CREB3,AFTPH,3.75777
CREB3,LRRC59,3.75777
KLF4,PSCD4,3.75777
CREB3,DTL,3.75777
CEBPB,UBASH3B,3.75777
ZIC2,ATE1,3.75777
NFATC1,MAP3K11,3.75777
KLF4,TNFSF14,3.75777
CREB3,NOL10,3.75777
POU6F1,INPP1,3.75777
SRF,MAPKAPK2,3.75777
NFATC1,KIAA0430,3.75777
NFATC1,C1orf149,3.75777
HMGA1,RCSD1,3.75777
KLF4,EFNB1,3.75777
CREB3,HDLBP,3.75777
KLF4,ALCAM,3.75777
HMGA1,HMHA1,3.75777
NFATC1,CSF1,3.75777
CREB3,P15RS,3.75777
NFATC1,RELB,3.75777
NFATC1,IL1B,3.75777
CREB3,VPRBP,3.75777
NFATC1,MTSS1,3.75777
NFATC1,NCOA3,3.75777
KLF4,HDAC9,3.75777
SRF,SRF,3.75777
KLF4,ABHD2,3.75777
POU6F1,BCL11B,3.75777
CEBPB,PNRC2,3.75777
NFATC1,ARNTL,3.75777
NFATC1,SPP1,3.75777
NFATC1,FLJ11151,3.75777
SMAD6,ASPH,3.75777
NFATC1,TRIM23,3.75777
HMGA2,CTDSP2,3.75777
SMAD6,CAPRIN1,3.75777
ARID5B,CXXC4,3.75777
KLF4,PGR,3.75777
CREB3,TRPS1,3.75777
KLF4,MYT1,3.75777
KLF4,RPL39,3.75777
ZIC2,TGFB1,3.75777
ZIC2,SIN3B,3.75777
ARID5B,ZIC2,3.75777
CREB3,COQ7,3.75777
POU6F1,DDX5,3.75777
CREB3,ARIH2,3.75777
NFATC1,PCDHGC3,3.75777
HMGA2,KLF6,3.75777
CREB3,ODC1,3.75777
KLF4,HNRNPA0,3.75777
CREB3,TOP2B,3.75777
KLF4,CD97,3.75777
KLF4,PCDHGA12,3.75777
CREB3,RNF185,3.75777
HMGA1,LRRC41,3.75777
KLF4,ECHDC1,3.75777
ZIC2,TPM2,3.75777
KLF4,FAM82C,3.75777
CREB3,ZFP36L2,3.75777
KLF4,CHD7,3.75777
KLF4,GABPA,3.75777
HMGA1,DGKZ,3.75777
